Year,Month,Day,Hour,Wind Speed
2000,1,21,19,0.4362912476
2000,1,21,20,0.4357218146
2000,1,21,21,0.4216428697
2000,1,21,22,0.3948538303
2000,1,21,23,0.3591752052
2000,1,22,0,0.3314906359
2000,1,22,1,0.3359680176
2000,1,22,2,0.3684079647
2000,1,22,3,0.4185172021
2000,1,22,4,0.471067071
2000,1,22,5,0.5038678646
2000,1,22,6,0.4966794848
2000,1,22,7,0.390876621
2000,1,22,8,0.4504966438
2000,1,22,9,0.5442902446
2000,1,22,10,0.5445787311
2000,1,22,11,0.5270105004
2000,1,22,12,0.5025430918
2000,1,22,13,0.473321259
2000,1,22,14,0.4556346238
2000,1,22,15,0.4177014828
2000,1,22,16,0.3808717728
2000,1,22,17,0.4262521863
2000,1,22,18,0.4488997459
2000,1,22,19,0.4446838498
2000,1,22,20,0.4450850785
2000,1,22,21,0.4331451952
2000,1,22,22,0.408343941
2000,1,22,23,0.3760948479
2000,1,23,0,0.3486309946
2000,1,23,1,0.3378816843
2000,1,23,2,0.3587993979
2000,1,23,3,0.411470294
2000,1,23,4,0.4717945755
2000,1,23,5,0.513797164
2000,1,23,6,0.5274902582
2000,1,23,7,0.4144959748
2000,1,23,8,0.3273430169
2000,1,23,9,0.3844424188
2000,1,23,10,0.3873231411
2000,1,23,11,0.3872563243
2000,1,23,12,0.3878564537
2000,1,23,13,0.3777521849
2000,1,23,14,0.3619366288
2000,1,23,15,0.3285985589
2000,1,23,16,0.301876992
2000,1,23,17,0.3155484498
2000,1,23,18,0.3007678986
2000,1,23,19,0.263076812
2000,1,23,20,0.2261022031
2000,1,23,21,0.1786368638
2000,1,23,22,0.1370049864
2000,1,23,23,0.1776967943
2000,1,24,0,0.2602155507
2000,1,24,1,0.3408553302
2000,1,24,2,0.3692650497
2000,1,24,3,0.3636234403
2000,1,24,4,0.3497864008
2000,1,24,5,0.3349092305
2000,1,24,6,0.3363985121
2000,1,24,7,0.2924350798
2000,1,24,8,0.2734462023
2000,1,24,9,0.3811185956
2000,1,24,10,0.418451041
2000,1,24,11,0.4464184344
2000,1,24,12,0.4748036265
2000,1,24,13,0.4959910214
2000,1,24,14,0.513070941
2000,1,24,15,0.5035323501
2000,1,24,16,0.4358659387
2000,1,24,17,0.4781823456
2000,1,24,18,0.5078196526
2000,1,24,19,0.5135601163
2000,1,24,20,0.521122098
2000,1,24,21,0.5157551169
2000,1,24,22,0.5004876256
2000,1,24,23,0.4897148013
2000,1,25,0,0.4860486388
2000,1,25,1,0.4856324196
2000,1,25,2,0.4806208909
2000,1,25,3,0.4870176613
2000,1,25,4,0.4790199995
2000,1,25,5,0.4718410671
2000,1,25,6,0.4749841094
2000,1,25,7,0.5240603089
2000,1,25,8,0.6732333302
2000,1,25,9,0.7114337087
2000,1,25,10,0.7326849699
2000,1,25,11,0.7529353499
2000,1,25,12,0.7477980852
2000,1,25,13,0.7353418469
2000,1,25,14,0.713776648
2000,1,25,15,0.6818906665
2000,1,25,16,0.5580047965
2000,1,25,17,0.5554261208
2000,1,25,18,0.5620804429
2000,1,25,19,0.5323749781
2000,1,25,20,0.5320596695
2000,1,25,21,0.5436269641
2000,1,25,22,0.5553099513
2000,1,25,23,0.5710487962
2000,1,26,0,0.5895412564
2000,1,26,1,0.6014860868
2000,1,26,2,0.5957809091
2000,1,26,3,0.5753872991
2000,1,26,4,0.5741204619
2000,1,26,5,0.5934429765
2000,1,26,6,0.626267314
2000,1,26,7,0.7016457319
2000,1,26,8,0.8193097115
2000,1,26,9,0.8272372484
2000,1,26,10,0.8520249128
2000,1,26,11,0.8559538126
2000,1,26,12,0.832729578
2000,1,26,13,0.8052600026
2000,1,26,14,0.7974141836
2000,1,26,15,0.7892252207
2000,1,26,16,0.659520328
2000,1,26,17,0.6187616587
2000,1,26,18,0.633569777
2000,1,26,19,0.64502424
2000,1,26,20,0.6561982632
2000,1,26,21,0.6680092216
2000,1,26,22,0.6747653484
2000,1,26,23,0.6885610819
2000,1,27,0,0.7064220905
2000,1,27,1,0.7230731845
2000,1,27,2,0.7342252731
2000,1,27,3,0.7375432253
2000,1,27,4,0.7468847036
2000,1,27,5,0.7553867102
2000,1,27,6,0.7599366903
2000,1,27,7,0.7701383233
2000,1,27,8,0.9008767605
2000,1,27,9,0.9551678896
2000,1,27,10,0.9611849189
2000,1,27,11,0.9293689728
2000,1,27,12,0.9127969146
2000,1,27,13,0.8930456042
2000,1,27,14,0.8578563929
2000,1,27,15,0.8145701885
2000,1,27,16,0.6553664207
2000,1,27,17,0.5996157527
2000,1,27,18,0.5977838039
2000,1,27,19,0.5939411521
2000,1,27,20,0.6199275255
2000,1,27,21,0.6552155614
2000,1,27,22,0.672518611
2000,1,27,23,0.6824766994
2000,1,28,0,0.696071744
2000,1,28,1,0.7173152566
2000,1,28,2,0.7250494361
2000,1,28,3,0.747195363
2000,1,28,4,0.7699001431
2000,1,28,5,0.7743515968
2000,1,28,6,0.7699192762
2000,1,28,7,0.774112463
2000,1,28,8,0.7910251021
2000,1,28,9,0.7807841897
2000,1,28,10,0.7547146678
2000,1,28,11,0.7137802839
2000,1,28,12,0.6722390056
2000,1,28,13,0.6250912547
2000,1,28,14,0.6527946591
2000,1,28,15,0.6736925244
2000,1,28,16,0.5919132829
2000,1,28,17,0.578915894
2000,1,28,18,0.5976966023
2000,1,28,19,0.6118540764
2000,1,28,20,0.6428759098
2000,1,28,21,0.668551147
2000,1,28,22,0.6766927838
2000,1,28,23,0.6697399616
2000,1,29,0,0.6425997615
2000,1,29,1,0.6193808913
2000,1,29,2,0.5953158736
2000,1,29,3,0.5829907656
2000,1,29,4,0.5987409949
2000,1,29,5,0.6263403893
2000,1,29,6,0.6556264758
2000,1,29,7,0.7500772476
2000,1,29,8,0.8283692598
2000,1,29,9,0.8435207605
2000,1,29,10,0.8227544427
2000,1,29,11,0.7933003306
2000,1,29,12,0.7438234687
2000,1,29,13,0.699945569
2000,1,29,14,0.6807644367
2000,1,29,15,0.6636485457
2000,1,29,16,0.5488487482
2000,1,29,17,0.5365819931
2000,1,29,18,0.5389443636
2000,1,29,19,0.5341599584
2000,1,29,20,0.5445403457
2000,1,29,21,0.5452510715
2000,1,29,22,0.525688529
2000,1,29,23,0.5242257714
2000,1,30,0,0.5296394229
2000,1,30,1,0.5443521738
2000,1,30,2,0.5525112748
2000,1,30,3,0.5772269964
2000,1,30,4,0.6227316856
2000,1,30,5,0.6369454861
2000,1,30,6,0.6878105402
2000,1,30,7,0.738730073
2000,1,30,8,0.744651854
2000,1,30,9,0.7370297313
2000,1,30,10,0.7708518505
2000,1,30,11,0.7744389772
2000,1,30,12,0.7599771023
2000,1,30,13,0.7280867696
2000,1,30,14,0.7217674851
2000,1,30,15,0.7141783237
2000,1,30,16,0.5838779211
2000,1,30,17,0.5764273405
2000,1,30,18,0.5796733499
2000,1,30,19,0.5808323026
2000,1,30,20,0.6009794474
2000,1,30,21,0.617333889
2000,1,30,22,0.6277566552
2000,1,30,23,0.63489151
2000,1,31,0,0.6324924231
2000,1,31,1,0.6267927289
2000,1,31,2,0.6078779697
2000,1,31,3,0.5865521431
2000,1,31,4,0.5708777308
2000,1,31,5,0.5489109755
2000,1,31,6,0.5607308149
2000,1,31,7,0.6314224005
2000,1,31,8,0.6918262839
2000,1,31,9,0.7021874189
2000,1,31,10,0.7311549783
2000,1,31,11,0.7246471643
2000,1,31,12,0.7017089725
2000,1,31,13,0.6670638323
2000,1,31,14,0.661133647
2000,1,31,15,0.6472685933
2000,1,31,16,0.5476994514
2000,1,31,17,0.5536100864
2000,1,31,18,0.5713074803
2000,1,31,19,0.5746813416
2000,1,31,20,0.5677328706
2000,1,31,21,0.5525491834
2000,1,31,22,0.5363265276
2000,1,31,23,0.5198357105
2000,2,1,0,0.4983358383
2000,2,1,1,0.4759969115
2000,2,1,2,0.4693527222
2000,2,1,3,0.4711080492
2000,2,1,4,0.4738449156
2000,2,1,5,0.4714636505
2000,2,1,6,0.4485610723
2000,2,1,7,0.4790945649
2000,2,1,8,0.5249398947
2000,2,1,9,0.5168912411
2000,2,1,10,0.4928801656
2000,2,1,11,0.4728734791
2000,2,1,12,0.4624424577
2000,2,1,13,0.457272023
2000,2,1,14,0.4595037699
2000,2,1,15,0.4495981634
2000,2,1,16,0.4093814492
2000,2,1,17,0.4727368057
2000,2,1,18,0.5123952627
2000,2,1,19,0.5207309723
2000,2,1,20,0.5238068104
2000,2,1,21,0.5204916
2000,2,1,22,0.5138503313
2000,2,1,23,0.5088949203
2000,2,2,0,0.502913177
2000,2,2,1,0.4970512092
2000,2,2,2,0.4812864363
2000,2,2,3,0.4748374224
2000,2,2,4,0.4731919765
2000,2,2,5,0.4735915363
2000,2,2,6,0.4653377235
2000,2,2,7,0.3772761822
2000,2,2,8,0.4326847494
2000,2,2,9,0.4374847412
2000,2,2,10,0.4067426026
2000,2,2,11,0.3802691996
2000,2,2,12,0.3510230482
2000,2,2,13,0.3184548616
2000,2,2,14,0.3403207362
2000,2,2,15,0.3955803812
2000,2,2,16,0.3888917565
2000,2,2,17,0.4526152909
2000,2,2,18,0.4976395965
2000,2,2,19,0.4963178039
2000,2,2,20,0.4680970609
2000,2,2,21,0.4564512968
2000,2,2,22,0.4560805857
2000,2,2,23,0.4713413417
2000,2,3,0,0.4841921329
2000,2,3,1,0.4856395125
2000,2,3,2,0.4941028357
2000,2,3,3,0.5044068694
2000,2,3,4,0.5295213461
2000,2,3,5,0.5564136505
2000,2,3,6,0.5632700324
2000,2,3,7,0.5799380541
2000,2,3,8,0.717812717
2000,2,3,9,0.7820883393
2000,2,3,10,0.7885588408
2000,2,3,11,0.7572687864
2000,2,3,12,0.7375177741
2000,2,3,13,0.7298615575
2000,2,3,14,0.6789663434
2000,2,3,15,0.6506194472
2000,2,3,16,0.6317515969
2000,2,3,17,0.6588490009
2000,2,3,18,0.6911979914
2000,2,3,19,0.7264935374
2000,2,3,20,0.7362124324
2000,2,3,21,0.735021174
2000,2,3,22,0.7215583324
2000,2,3,23,0.703856051
2000,2,4,0,0.6875661612
2000,2,4,1,0.6662303209
2000,2,4,2,0.6523740888
2000,2,4,3,0.6503469944
2000,2,4,4,0.6550194621
2000,2,4,5,0.6566714048
2000,2,4,6,0.6587811708
2000,2,4,7,0.6618518829
2000,2,4,8,0.6745113134
2000,2,4,9,0.7445774078
2000,2,4,10,0.7446419001
2000,2,4,11,0.7173256874
2000,2,4,12,0.6468091011
2000,2,4,13,0.5573251843
2000,2,4,14,0.4490435421
2000,2,4,15,0.3992030323
2000,2,4,16,0.3511345685
2000,2,4,17,0.3488679528
2000,2,4,18,0.3646888137
2000,2,4,19,0.3816981018
2000,2,4,20,0.4073291123
2000,2,4,21,0.435201019
2000,2,4,22,0.4634308517
2000,2,4,23,0.5045203567
2000,2,5,0,0.5418383479
2000,2,5,1,0.5633842349
2000,2,5,2,0.5300433636
2000,2,5,3,0.4753309488
2000,2,5,4,0.4313100576
2000,2,5,5,0.4004067481
2000,2,5,6,0.3845087588
2000,2,5,7,0.3652420342
2000,2,5,8,0.4488266408
2000,2,5,9,0.4542194307
2000,2,5,10,0.4270589948
2000,2,5,11,0.3704020977
2000,2,5,12,0.317446202
2000,2,5,13,0.259816587
2000,2,5,14,0.2363137603
2000,2,5,15,0.2433291674
2000,2,5,16,0.255753547
2000,2,5,17,0.2940925658
2000,2,5,18,0.3239646554
2000,2,5,19,0.3505259454
2000,2,5,20,0.3583872616
2000,2,5,21,0.3534223139
2000,2,5,22,0.3333734572
2000,2,5,23,0.2858406603
2000,2,6,0,0.2487369031
2000,2,6,1,0.1849209666
2000,2,6,2,0.1692106277
2000,2,6,3,0.1844547838
2000,2,6,4,0.2208607942
2000,2,6,5,0.255230844
2000,2,6,6,0.2770479023
2000,2,6,7,0.3328522444
2000,2,6,8,0.3772462308
2000,2,6,9,0.3278632462
2000,2,6,10,0.2558733821
2000,2,6,11,0.2018375546
2000,2,6,12,0.1478459835
2000,2,6,13,0.1450330168
